"如何透過交易系統全額線上預繳股票? 交割銀行若為中國信託，請您至臨櫃簽署「預收款轉撥同意書」，簽署完成後即可進行線上預繳。
請登入各交易平台的「E服務」>全額線上預繳，操作說明如下：
1.e 統金：首頁 >主選單【E服務】>全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
2.金贏島：點選左下方選單【交易/帳務】>統合e網 >點選下拉選單內的【E服務】>查詢 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
3.e指發APP(舊版)：首頁 >【統一專區】>E服務 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
4.e指發APP(新版)：首頁 >功能總覽> 交易類「 全額預繳」 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
※可執行全額預繳時間：交易日8:00-14:30。",,,
"線上開戶作業若輸入個人相關資料或上傳證件有誤，該如何完成補件作業?  請重新登入線上開戶網頁並點選「繼續前次作業」，重新輸入個人相關資料或上傳證件即可。
【線上開戶操作手冊】：https://tinyurl.com/2p8br668",,,
線上開戶身分驗證，一天至多可發送幾次簡訊？  驗證碼有效時間為300秒，超過時間可再次寄送，沒有上限次數。,,,
"統e金帳戶開戶收不到驗證碼?  無法收到驗證碼，請確認是否有設定到以下三種狀況：
1.有向電信公司設定限制公司簡訊或企業簡訊。
2.手機有設定限制過濾0911或是0961開頭的簡訊。
3.手機有綁定Whoscall限制。
4.手機有封鎖企業簡訊號碼。",,,
線上開統e金帳戶資料保留天數? 沒有辦理完成的開戶申請，將會於45天後刪除您的資料，屆時若需要開戶，需重新申請。若需於45日內提前取消開戶，請洽客服專線(02)8172-4668分機2，由專人為您服務！,,,
"若統e金帳戶開戶程序未完成即更換手機號碼，可以繼續申請嗎？  開戶時以OTP傳送簡訊認證，手機號碼需相同，若未填寫完成時即更換手機號碼，線上開戶網頁點選「新開戶」並登入，重新填寫開戶資料。
【線上開戶操作手冊】：https://tinyurl.com/2p8br668",,,
"如何得知統e金帳戶開戶成功？ 開戶成功後，「統一證券開戶成功暨密碼通知函」會以簡訊和電子郵件方式傳送至您開戶時留存的手機和電子信箱。

注意事項：
密碼通知函請於30天內開啟，逾期或未截圖留存初始密碼，本人需攜帶國民身分證正本、健保卡或駕照正本、印鑑 ( 簽名與蓋章皆可 )至本公司任一營業據點辦理申請密碼補發。(跨點辦理密碼補發，無法當日取得密碼，申請文件回傳原開戶櫃台確認無誤即會寄出密碼單)",,,
"已經在統一證券開立帳戶了，還可以再開統e金帳戶嗎？  可以的，已開立台股證券戶者，可以再加開統e金帳戶並使用分戶帳交割，但每戶於統一證券僅能有一組虛擬帳號且僅供一間分公司使用。請至線上開戶選擇「證券舊戶轉統e金帳戶」進行交割銀行轉換。
【線上開戶】： https://tinyurl.com/2p9bbc57
交割帳戶轉分戶帳注意事項：
已開立台股帳戶者，T+3日（完成交割後隔一天）確認前兩日未成交及 T+3 當日未委託方可變更交割帳號，當日可開始下單交易。若違反以上條件，請客戶再重新停止交易兩天，待在途款順利完成交割後辦理開立分戶帳帳 戶。",,,
開立統一證券『統e金帳戶』後，還可以在統一證券開立帳戶嗎？  同一家分公司無法同時開立統e金帳戶與一般交割帳戶，但可擇一分公司使用分戶帳交割，並於其他間分公司採用傳統的交割方式。,,,
可以開立兩個以上統e金帳戶嗎？  不可以唷!一個身份證字號僅能開立一個『統e金帳戶』。,,,
"開立統e金帳戶收到「統一證券開戶成功暨密碼通知函」要做什麼？  請依OTP密碼交付流程內容操作，取得電子交易密碼。
※密碼通知函請於30天內開啟，逾期需攜帶您的國民身分證正本、健保卡或駕照、本人印鑑就近到本公司營業據點辦理申請密碼條補發。",,,
"統e金帳戶開戶資料送出後發現email資料填寫有誤，該如何處理？  開戶資料未進入審核階段前，線上開戶網頁點選「繼續前次作業」並登入，即可自行修改。
相關作業請參閱【線上開戶操作手冊】：https://tinyurl.com/2p8br668",,,
"統e金帳戶開戶成功後，可以變更通訊資料嗎？  線上可變更個資項目為：
1、通知及e存摺電子郵件信箱。
2、行動電話。
3、通訊通話。
4、通訊地址。
5、電子對帳單電子信箱。
6、公司電話。
變更方式：
1、電腦交易平台：
(1)e統金： E服務 > 基本資料變更。
(2)金贏島：交易/帳務 > 統合e網 > E服務 > 基本資料變更。
2、手機交易平台：
(1)舊版e指發> 統一專區 > E服務 > 基本資料變更。
(2)新版e指發> 統一專區 > 我的 >基本資料變更。
3、臨櫃辦理：本人攜帶國民身分證及健保卡或駕照正本、開戶印鑑 ( 或簽名 ) 就近至統一證券全省營業據點辦理。
變更基本資料注意事項：
14：30前變更完成，次日8:00後生效；14:30後變更完成，次二日8:00後生效。",,,
統e金帳戶要如何註銷?  請本人攜帶國民身分證及健保卡或駕照正本、開戶印鑑 ( 或簽名 ) 就近到本公司各營業據點辦理。,,,
"線上開戶會有集保存摺嗎？  線上開戶不會發放集保存摺，改以集保e存摺，線上開戶成功後集保公司會立即發送申請「集保e手掌握APP」的簡訊通知。
申請集保存摺請先簽署「客戶開設有價證券保管劃撥帳戶契約書 」，簽署生效後，即可登入下方連結或e指發APP)申請「集保e存摺」：
一、簽署「客戶開設有價證券保管劃撥帳戶契約書 」
1.電腦
https://eaccounts.pscnet.com.tw/eaccounts/stp_G41/login.php
2.手機
(1)舊版e指發:統一專區 >線上簽署 >【集保E存摺】客戶開設有價證券保管劃撥帳戶契約書 >簽署。 
(2)新版e指發:我的 >線上簽署 >證券簽署 >【集保E存摺】客戶開設有價證券保管劃撥帳戶契約書 >簽署。
※本公司每交易日下午兩點五十分將進行批次轉檔作業，下午14:50前簽署者，次一交易日生效；14:50後簽署者，次二交易日生效。
二、申請集保e存摺
1.電腦
https://eaccounts.pscnet.com.tw/eaccounts/stp_G41/login.php
2.手機
(1)舊版e指發:統一專區 >集保e存摺。 
(2)新版e指發:首頁 >功能總覽 >集保e存摺。
三、手機安裝集保e存摺APP
登入行動裝置官方商店（APP store/Google Play）安裝集保e存摺APP，並於APP軟體內完成開通程序。
集保e存摺說明 https://epassbook.tdcc.com.tw/
集保e存摺APP操作相關問題請洽客服專線(02)2719-5805分機200、210、220(服務時間：營業日8：30~17：30)。",,,
線上開統e金帳戶問題如何與統一證券聯絡? 請於台股交易日8:00-20:00撥打客戶服務專線(02)8172-4668分機2或8:00-17:00點選官網右下方文字客服(領航獅icon)線上諮詢客服，也歡迎您將問題寄送電子郵件至客服信箱info-center@uni-psg.com，我們將在上班時間盡快回覆您。,,,
未成年可以開立統e金帳戶嗎？  不可以，目前線上開戶申請人需為年滿18歲之本國自然人，若欲開戶請至全省服務據點臨櫃辦理。,,,
什麼狀況才算是完成統e金帳戶開戶？ 線上開戶步驟皆顯示為綠底白色勾勾 ，即為完成線上開戶資料審核，請靜待通知。,,,
"統e金帳戶加開信託或複委託需準備文件有哪些？ 若透過「線上開戶」，需注意以下事項：
1、須為證券電子戶，具備網路密碼，於本券商開戶時有留存手機號碼，即可進行線上舊戶加開信託或複委託。
(每個客戶於本公司僅能開立一戶信託與複委託帳戶)        
2、詳實填寫個人相關資料並上傳身份證正反面及健保卡正面、銀行存摺等圖片。
3、本人備妥相關文件至中國信託、國泰世華或台新銀行全省各分行開立交割帳戶，外幣或台幣交割帳戶擇一開戶即可。",,,
"統e金帳戶入出金方式? 一、入金方式
1.將款項自開戶約定之入金銀行帳戶，請以銀行『網路轉帳』或使用銀行APP進行轉帳。
2.將款項自開戶約定之入金銀行帳戶以「自動櫃員機(ATM)轉帳」。
3.將款項自開戶約定之入金銀行帳戶以 「臨櫃匯款」至分戶帳中，不可至銀行「臨櫃存入」及「自動櫃員機(ATM)存入」。
 二、出金方式
1.電腦:e統金、金贏島等交易系統的「資金帳戶」中「即時購買力」查詢目前可出金金額，並輸入出金金額申請，完成後即進入申請流程。
2.手機:
(1)舊版e指發:統一專區 > 資金帳戶 > 即時購買力 > 輸入出金金額 > 確認出金。
(2)新版e指發:我的 > 統e金帳戶/錢包  >即時購買力 > 輸入出金金額 > 確認出金。
2.電話人工出金專線：(02)8172-4668或(02)2746-3732，服務時間為營業日08:00~20:00。
 ※注意事項：
1.使用約定帳戶臨櫃匯款，無法立即入帳。
2.部份銀行帳戶使用ATM或網路ATM轉帳時，因轉帳帳號會帶入卡片序號，導致與約定帳戶不同，視為非約定入金。(目前已知合庫銀及凱基銀會有此狀況發生)
3.以上須再提供「存摺封面及轉帳證明」郵寄至客服信箱，並註明帳號、姓名及連絡電話，以利協助後續款項處理事宜，臨櫃匯款及ATM轉帳可能造成入金時間延宕，請特別留意。
客服信箱：info-center@uni-psg.com
4.線上出金申請單筆超過100萬或單日超過200萬及人工出金申請，需人工批次作業。申請時間10:00前，約12:00入帳；申請時間12:00前，約14:30入帳；申請時間14:00前，約15:30入帳。( 實際入帳時間，需視各銀行作業時間而定)
5.電話人工出金目前暫不收取手續費。",,,
統e金帳戶可約定幾個入出金銀行? 統e金帳戶可約定入出金銀行共23家，可約定銀行依臺灣票券交換所公告之eACH上線銀行為主 https://www.twnch.org.tw/eACH.html#ACH-6,,,
"統e金帳戶可約定幾個入出金銀行帳戶？ 入金銀行：可以約定9個銀行帳號。
出金銀行：可以約定1個銀行帳號。
出入金銀行約定帳號皆須為本人的銀行帳戶。",,,
"統e金帳戶入金與入帳時間? 自2022/1/1起，入金作業時間調整如下：
1.營業日04:15~17:00、18:00~00:00、00:30~03:55入金，即時入帳。
2.營業日17:00~18:00入金，18:00後入帳。
3.營業日00:00~00:30入金，00:30後入帳。
4.營業日03:55~04:15入金，04:15後入帳。",,,
"統e金帳戶出金與入帳時間? 1、線上出金申請時間：
(1)營業日04:15~17:00、18:00~00:00、00:30~03:55入金，即時入帳。
(2)營業日17:00~18:00入金，18:00後入帳。
(3)營業日00:00~00:30入金，00:30後入帳。
(4)營業日03:55~04:15入金，04:15後入帳。
2、人工出金申請時間：
營業日早上08:00~晚上20:00
人工出金專線：(02)2746-3732、(02)8172-4668分機2。
※注意事項
1.線上出金申請單筆超過100萬或單日超過200萬及人工出金申請，需人工批次作業。申請時間10:00前，約12:00入帳；申請時間12:00前，約14:30入帳；申請時間14:00前，約15:30入帳。( 實際入帳時間，需視各銀行作業時間而定)
2.電話人工出金目前暫不收取手續費。",,,
"統e金帳戶人工出金專線? 統e金帳戶人工出金專線：(02)2746-3732、(02)8172-4668分機2
人工出金申請時間：營業日早上08:00~晚上20:00
※注意事項
1.線上出金申請單筆超過100萬或單日超過200萬及人工出金申請，需人工批次作業。申請時間10:00前，約12:00入帳；申請時間12:00前，約14:30入帳；申請時間14:00前，約15:30入帳。( 實際入帳時間，需視各銀行作業時間而定)
2.電話人工出金目前暫不收取手續費。",,,
